Passenger ID,start hour,start minute,Start Station,Start Lat ,Start Lng,End Station,End Lat ,End Lng,Walking Time,Waiting Time,Riding Time
1000627,7,22,Start Station,33.778917,-84.18994185,End Station,33.7608882,-84.3872138,1,1,1
1552,7,33,Start Station,33.728338,-84.390193,End Station,33.746596,-84.33176,1,1,1
1001552,8,11,Start Station,33.7262284,-84.39087595,End Station,33.746452,-84.33547925,1,1,1
3001552,7,3,Start Station,33.7258108,-84.3863476,End Station,33.7487956,-84.33420035,1,1,1
4001552,8,6,Start Station,33.7266892,-84.3924898,End Station,33.7486804,-84.331847,1,1,1
1001553,8,23,Start Station,33.759928,-84.42211405,End Station,33.732275,-84.3949061,1,1,1
3001553,7,49,Start Station,33.7600324,-84.41955625,End Station,33.7303418,-84.38654975,1,1,1
4001553,7,6,Start Station,33.7624048,-84.42173125,End Station,33.7292906,-84.39301385,1,1,1
1554,8,20,Start Station,33.730415,-84.389447,End Station,33.752486,-84.32616,1,1,1
1001554,8,36,Start Station,33.732179,-84.38811155,End Station,33.7522592,-84.3242634,1,1,1
3001554,8,18,Start Station,33.7308326,-84.3853928,End Station,33.7560392,-84.326421,1,1,1
4001554,7,9,Start Station,33.7336082,-84.38524925,End Station,33.752828,-84.32647755,1,1,1
1555,8,46,Start Station,33.733141,-84.389342,End Station,33.860106,-84.350431,1,1,1
3001555,7,40,Start Station,33.7367302,-84.38943335,End Station,33.863634,-84.35425465,1,1,1
4001555,7,53,Start Station,33.7363306,-84.3934049,End Station,33.8616288,-84.35217535,1,1,1
1556,8,9,Start Station,33.72115,-84.388175,End Station,33.784354,-84.392035,1,1,1
1001556,7,8,Start Station,33.7232452,-84.3886883,End Station,33.780844,-84.39436225,1,1,1
2001556,8,24,Start Station,33.7192744,-84.3918725,End Station,33.7852036,-84.3941578,1,1,1
3001556,8,38,Start Station,33.7214704,-84.3914201,End Station,33.7871656,-84.3917653,1,1,1
4001556,8,39,Start Station,33.71755,-84.3860261,End Station,33.7838068,-84.3936097,1,1,1
1559,8,1,Start Station,33.733732,-84.386293,End Station,33.741408,-84.408589,1,1,1
1001559,7,40,Start Station,33.7370764,-84.38765455,End Station,33.7407492,-84.40426075,1,1,1
2001559,7,6,Start Station,33.735658,-84.3884593,End Station,33.7403028,-84.40852375,1,1,1
4001559,7,47,Start Station,33.7321948,-84.3889552,End Station,33.741354,-84.40755805,1,1,1
1645,8,59,Start Station,33.764572,-84.457645,End Station,33.753782,-84.473987,1,1,1
2001645,8,48,Start Station,33.7631464,-84.4535299,End Station,33.756392,-84.47698415,1,1,1
1674,8,9,Start Station,33.744919,-84.369792,End Station,33.759262,-84.370623,1,1,1
1001674,8,0,Start Station,33.7438714,-84.3693831,End Station,33.7618468,-84.3723108,1,1,1
2001674,7,13,Start Station,33.7433314,-84.37314585,End Station,33.758686,-84.3745902,1,1,1
4001674,7,31,Start Station,33.7416106,-84.36818685,End Station,33.7617712,-84.3734157,1,1,1
1676,8,3,Start Station,33.709353,-84.449818,End Station,33.759262,-84.370623,1,1,1
1001676,7,12,Start Station,33.7076754,-84.4500181,End Station,33.7574584,-84.36763455,1,1,1
3001676,8,11,Start Station,33.7110414,-84.4491568,End Station,33.758434,-84.37449885,1,1,1
4001676,7,52,Start Station,33.7076034,-84.4513057,End Station,33.7572604,-84.36759105,1,1,1
1677,8,55,Start Station,33.773769,-84.350847,End Station,33.754447,-84.377263,1,1,1
4001677,8,56,Start Station,33.7720014,-84.3512907,End Station,33.7524418,-84.38088655,1,1,1
1679,8,54,Start Station,33.750877,-84.475926,End Station,33.752357,-84.382364,1,1,1
1001679,7,39,Start Station,33.7543006,-84.475926,End Station,33.7503734,-84.38215955,1,1,1
2001679,8,4,Start Station,33.753451,-84.47360745,End Station,33.7543586,-84.3859484,1,1,1
3001679,8,15,Start Station,33.752173,-84.47554755,End Station,33.7557266,-84.3832253,1,1,1
4001679,8,12,Start Station,33.750805,-84.47262435,End Station,33.7496174,-84.37994975,1,1,1
1680,7,54,Start Station,33.760952,-84.405418,End Station,33.786362,-84.395071,1,1,1
1001680,8,35,Start Station,33.7617548,-84.403852,End Station,33.7864592,-84.39856405,1,1,1
2001680,8,59,Start Station,33.7636736,-84.4047394,End Station,33.7892456,-84.39603235,1,1,1
3001680,8,28,Start Station,33.761096,-84.40395205,End Station,33.7836476,-84.39883375,1,1,1
1681,7,5,Start Station,33.74081,-84.396189,End Station,33.749913,-84.475381,1,1,1
1001681,8,40,Start Station,33.7388984,-84.39365295,End Station,33.7514682,-84.4788001,1,1,1
2001681,8,50,Start Station,33.741206,-84.3930831,End Station,33.7472382,-84.4760422,1,1,1
3001681,8,50,Start Station,33.7410476,-84.3989121,End Station,33.7488006,-84.4749721,1,1,1
4001681,8,40,Start Station,33.7408604,-84.39432285,End Station,33.7476666,-84.4729015,1,1,1
1689,7,41,Start Station,33.8146,-84.397384,End Station,33.791253,-84.394383,1,1,1
